URL,Parcel ID,Tax Deed Date,Tax Deed Price,Bldg Value,Land Value,FLIP Date,FLIP Price,Instrument,Qualified,Vacant/Imp
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0193595300,019359-5300,"Wednesday October 15, 2025","$1,700.00",$0.00,"$7,660.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0452920000,045292-0000,"Wednesday October 15, 2025","$9,100.00","$14,253.00","$9,744.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0484190000,048419-0000,"Wednesday October 15, 2025","$6,100.00",$0.00,"$27,520.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0886570000,088657-0000,"Wednesday October 15, 2025","$50,100.00","$56,686.00","$26,700.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1643520100,164352-0100,"Wednesday October 29, 2025","$6,900.00",$0.00,"$45,450.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0566160010,056616-0010,"Wednesday October 29, 2025","$5,600.00",$0.00,"$23,400.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1444710000,144471-0000,"Wednesday October 29, 2025","$88,500.00","$51,694.00","$81,900.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0981070000,098107-0000,"Wednesday October 29, 2025","$60,500.00","$49,458.00","$72,000.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0256240000,025624-0000,"Wednesday October 29, 2025","$9,900.00",$0.00,"$9,160.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0028130010,002813-0010,"Wednesday January 14, 2026","$49,900.00","$17,275.00","$46,500.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0069910000,006991-0000,"Wednesday January 14, 2026","$23,100.00",$33.00,"$25,284.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0037420000,003742-0000,"Wednesday January 14, 2026","$17,100.00","$5,187.00","$25,990.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0196900008,019690-0008,"Wednesday January 14, 2026","$48,300.00","$21,873.00","$46,206.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1472640000,147264-0000,"Wednesday January 14, 2026","$64,100.00","$47,478.00","$26,019.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0211130000,021113-0000,"Wednesday January 14, 2026","$30,200.00","$19,046.00","$23,280.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1321770000,132177-0000,"Wednesday January 14, 2026","$8,600.00",$0.00,"$8,162.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0538590000,053859-0000,"Wednesday January 14, 2026","$10,100.00",$0.00,"$18,522.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1139870000,113987-0000,"Wednesday January 14, 2026","$47,800.00","$26,682.00","$9,188.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0867830000,086783-0000,"Wednesday January 14, 2026","$10,100.00",$0.00,"$7,791.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1629680000,162968-0000,"Wednesday January 14, 2026","$105,300.00",$0.00,"$279,840.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1154730000,115473-0000,"Wednesday January 14, 2026","$14,100.00",$0.00,"$13,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1451780015,145178-0015,"Wednesday January 14, 2026","$10,600.00",$0.00,$315.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1639600000,163960-0000,"Wednesday January 14, 2026","$66,600.00","$11,313.00","$83,200.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0276370000,027637-0000,"Wednesday January 14, 2026","$13,000.00",$0.00,"$21,810.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0040330030,004033-0030,"Wednesday January 14, 2026","$7,100.00",$0.00,"$35,418.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0040330020,004033-0020,"Wednesday January 14, 2026","$14,100.00",$0.00,"$21,660.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0197020200,019702-0200,"Wednesday January 14, 2026","$4,000.00",$0.00,"$13,299.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0144590020,014459-0020,"Wednesday January 14, 2026","$5,100.00",$0.00,"$4,010.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0572310030,057231-0030,"Wednesday January 14, 2026","$25,100.00","$1,018.00","$14,157.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0005040000,000504-0000,"Wednesday January 14, 2026","$5,600.00",$876.00,"$16,708.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0654980000,065498-0000,"Wednesday January 14, 2026","$1,411.08",$0.00,$665.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0405500000,040550-0000,"Wednesday January 14, 2026","$9,300.00",$0.00,"$21,805.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0990010000,099001-0000,"Wednesday January 14, 2026","$4,800.00",$0.00,"$1,236.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0479720000,047972-0000,"Wednesday January 14, 2026","$18,100.00",$0.00,"$12,905.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0888100000,088810-0000,"Wednesday January 14, 2026","$10,600.00",$0.00,"$13,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0485400000,048540-0000,"Wednesday January 28, 2026","$35,600.00","$43,870.00","$26,775.00",N/A,N/A,N/A,N/A,N/A
